city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa (R$),rent amount (R$),property tax (R$),fire insurance (R$),total (R$)
Recife,18.0,2,1,1,27,not acept,furnished,351.49,2087.65,91.34,17.7,2548.18
Salvador,18.0,2,2,2,7,not acept,furnished,424.16,2335.87,93.03,22.61,2875.67
Porto Alegre,98.0,4,5,2,22,acept,furnished,393.38,3310.97,101.42,25.53,3831.3
Sao Paulo,74.2,3,3,0,12,not acept,not furnished,201.64,2132.87,33.03,23.6,2391.14
Sao Paulo,94.1,3,2,0,25,not acept,not furnished,709.48,4000.73,57.19,56.37,4823.77
Rio de Janeiro,18.0,3,3,0,0,not acept,not furnished,41.19,400.0,4.5,4.92,450.61
Sao Paulo,89.6,5,5,0,14,acept,furnished,321.71,2660.04,78.92,16.6,3077.27
Recife,34.9,2,3,0,10,acept,not furnished,317.67,1710.1,28.01,9.14,2064.92
Sao Paulo,212.6,3,4,0,6,acept,not furnished,1124.46,7036.11,147.18,80.5,8388.25
Rio de Janeiro,18.0,3,4,1,4,not acept,furnished,38.07,420.97,18.99,4.86,482.89
Rio de Janeiro,18.0,4,5,2,20,not acept,furnished,139.68,1279.18,43.88,14.53,1477.27
Curitiba,68.7,2,3,2,4,not acept,furnished,223.46,2265.47,111.95,13.67,2614.55
Sao Paulo,143.6,5,6,2,18,not acept,not furnished,357.94,4270.46,204.98,36.37,4869.75
Rio de Janeiro,130.2,2,3,0,10,acept,not furnished,440.53,4154.9,115.03,27.96,4738.42
Sao Paulo,144.7,1,2,1,5,acept,furnished,750.49,4758.61,172.73,46.41,5728.24
Fortaleza,33.6,2,2,2,23,not acept,not furnished,112.6,1378.61,66.07,13.68,1570.96
Sao Paulo,32.6,2,3,1,9,not acept,not furnished,78.2,400.0,16.55,2.08,496.83
Fortaleza,102.8,3,3,1,0,not acept,not furnished,167.03,,56.02,19.6,1788.8
Salvador,44.5,3,2,2,26,not acept,not furnished,172.05,1495.85,50.41,10.88,1729.19
Sao Paulo,114.6,2,3,0,8,not acept,not furnished,402.68,4783.71,151.63,68.53,5406.55
Porto Alegre,66.5,3,2,1,25,not acept,not furnished,203.64,2304.77,35.84,25.49,2569.74
Sao Paulo,116.4,4,5,2,15,not acept,not furnished,650.18,3253.36,46.35,45.78,3995.67
Recife,35.5,4,3,2,27,not acept,not furnished,126.03,1049.3,20.59,13.88,1209.8
Belo Horizonte,83.3,3,3,0,11,acept,furnished,592.69,3668.42,120.84,38.43,4420.38
Rio de Janeiro,125.6,5,6,2,3,not acept,not furnished,468.61,2754.67,130.08,30.31,3383.67
Rio de Janeiro,101.6,3,3,0,0,not acept,furnished,573.98,4122.6,106.19,37.9,4840.67
Sao Paulo,138.5,1,1,2,23,not acept,not furnished,710.76,5244.72,232.56,47.0,6235.04
Recife,43.8,2,2,1,23,acept,not furnished,68.97,573.26,6.23,4.38,652.84
Sao Paulo,100.9,2,3,0,4,acept,not furnished,297.99,1814.49,71.87,11.53,2195.88
Curitiba,94.4,3,3,0,29,not acept,not furnished,259.02,1810.67,24.59,10.36,2104.64
Rio de Janeiro,53.3,4,4,1,29,acept,not furnished,150.52,1146.99,52.79,12.72,1363.02
Recife,75.6,4,3,1,9,not acept,not furnished,202.28,2059.8,60.46,23.0,2345.54
Sao Paulo,148.4,2,1,1,2,acept,furnished,1046.83,6537.92,198.11,49.9,7832.76
Belo Horizonte,25.3,3,4,2,7,acept,not furnished,122.11,922.04,43.11,7.54,1094.8
Rio de Janeiro,91.6,3,2,1,28,acept,furnished,358.69,3877.03,106.84,37.19,4379.75
Curitiba,80.2,5,5,3,17,acept,not furnished,312.28,2577.55,118.83,19.62,3028.28
Sao Paulo,69.7,1,1,1,28,not acept,not furnished,184.8,2161.95,80.52,23.83,2451.1
Sao Paulo,80.8,3,4,1,0,acept,furnished,359.55,3793.14,80.83,42.4,4275.92
Sao Paulo,133.5,5,4,2,30,not acept,not furnished,1039.43,5217.28,64.85,40.03,6361.59
Porto Alegre,47.5,5,6,1,18,acept,furnished,350.79,2004.94,92.61,23.36,2471.7
Sao Paulo,183.1,2,3,0,3,not acept,not furnished,1245.53,6273.76,144.23,52.51,7716.03
Belo Horizonte,67.6,1,1,2,14,acept,not furnished,496.7,2575.46,28.28,20.72,3121.16
Sao Paulo,103.6,3,3,1,25,not acept,not furnished,713.19,3658.72,169.29,41.34,4582.54
Salvador,51.8,4,4,2,2,not acept,not furnished,277.65,2019.98,63.23,15.82,2376.68
Recife,68.7,2,3,1,17,acept,furnished,493.02,3057.42,115.86,23.21,3689.51
Belo Horizonte,71.0,4,3,3,20,acept,furnished,53.1,651.69,31.36,9.02,745.17
Rio de Janeiro,103.7,2,1,1,11,acept,furnished,408.66,3254.12,58.23,27.23,3748.24
Sao Paulo,199.7,3,4,2,15,acept,furnished,1249.8,,273.6,77.97,9361.96
Sao Paulo,104.1,3,4,2,25,acept,not furnished,339.08,3443.55,58.31,47.96,3888.9
Sao Paulo,82.8,2,1,0,29,not acept,furnished,338.79,1807.7,36.81,10.32,2193.62
Curitiba,36.3,2,1,0,16,not acept,furnished,166.73,1795.47,56.81,23.79,2042.8
Belo Horizonte,60.4,3,4,1,21,acept,furnished,416.78,2308.4,43.66,12.56,2781.4
Recife,62.9,4,3,1,8,acept,not furnished,188.76,1227.05,35.38,13.35,1464.54
Rio de Janeiro,138.6,1,1,1,8,not acept,not furnished,847.25,4625.42,49.22,42.89,5564.78
Curitiba,75.6,3,4,1,27,not acept,not furnished,203.11,1900.45,68.42,27.35,2199.33
Rio de Janeiro,102.9,3,4,3,0,not acept,furnished,457.15,2921.45,118.71,43.31,3540.62
Belo Horizonte,87.5,3,3,2,4,acept,furnished,289.9,2715.81,52.47,37.16,3095.34
Sao Paulo,104.1,4,4,0,6,acept,furnished,457.49,4107.74,45.71,46.42,4657.36
Rio de Janeiro,187.8,3,2,2,0,acept,not furnished,471.72,5038.13,63.97,38.52,5612.34
Rio de Janeiro,175.8,3,4,1,19,acept,not furnished,1011.22,5540.55,195.39,75.4,6822.56
Curitiba,72.4,3,2,2,27,acept,not furnished,509.25,2889.28,144.44,15.78,3558.75
Recife,36.4,3,4,0,0,acept,not furnished,217.63,1912.57,71.6,13.1,2214.9
Rio de Janeiro,116.3,1,1,2,6,not acept,not furnished,382.26,3763.67,39.03,30.05,4215.01
Sao Paulo,18.0,4,3,1,28,acept,furnished,79.13,450.11,21.39,5.37,556.0
Rio de Janeiro,107.5,1,2,2,13,not acept,furnished,576.03,4247.5,188.21,42.98,5054.72
Belo Horizonte,42.4,3,3,1,27,not acept,furnished,344.96,2890.33,89.34,41.42,3366.05
Sao Paulo,89.4,3,3,2,29,acept,furnished,434.53,2686.04,113.93,22.46,3256.96
Porto Alegre,64.0,2,3,3,30,not acept,not furnished,252.45,2000.49,43.54,23.91,2320.39
Recife,37.7,1,1,2,10,not acept,not furnished,218.66,1306.5,19.45,7.04,1551.65
Recife,28.3,1,1,2,9,acept,not furnished,42.05,400.0,6.51,4.72,453.28
Sao Paulo,180.3,2,1,1,22,acept,furnished,1135.29,7662.75,149.0,70.44,9017.48
Fortaleza,35.7,4,5,1,17,acept,not furnished,174.21,,19.65,12.73,1148.36
Curitiba,107.8,4,4,0,19,acept,not furnished,669.37,3773.88,101.38,42.14,4586.77
Rio de Janeiro,34.6,1,2,1,15,acept,furnished,311.33,1611.23,60.57,19.19,2002.32
Belo Horizonte,20.1,2,2,1,14,acept,furnished,112.14,1358.75,20.75,18.19,1509.83
Salvador,26.3,4,4,1,8,not acept,not furnished,300.91,1571.97,28.23,8.38,1909.49
Rio de Janeiro,59.6,2,3,0,17,acept,not furnished,221.31,2033.14,29.59,30.24,2314.28
Rio de Janeiro,72.2,5,5,3,6,not acept,furnished,818.53,4233.8,124.26,30.15,5206.74
Rio de Janeiro,100.8,2,2,1,9,acept,furnished,506.06,4574.5,176.33,31.47,5288.36
Belo Horizonte,94.1,3,3,1,18,not acept,not furnished,281.6,2748.24,76.15,35.73,3141.72
Sao Paulo,92.8,2,1,1,18,not acept,furnished,481.01,3096.75,123.15,28.59,3729.5
Fortaleza,55.5,1,2,1,16,not acept,not furnished,169.56,1014.13,33.18,7.09,1223.96
Curitiba,49.9,2,1,2,20,acept,not furnished,293.35,1500.86,34.0,10.25,1838.46
Curitiba,40.0,3,4,1,11,acept,not furnished,245.33,2112.39,67.17,13.72,2438.61
Sao Paulo,142.6,2,1,2,17,not acept,not furnished,727.84,5421.65,234.5,50.98,6434.97
Belo Horizonte,18.0,3,3,1,0,acept,furnished,96.61,633.23,10.71,3.53,744.08
Sao Paulo,91.1,2,1,2,13,not acept,not furnished,397.94,2224.92,72.38,11.35,2706.59
Sao Paulo,158.9,2,1,2,17,not acept,not furnished,1053.83,6063.93,224.27,79.54,7421.57
Belo Horizonte,41.1,3,4,2,11,acept,furnished,363.4,1880.38,86.8,19.9,2350.48
Rio de Janeiro,18.0,2,3,2,0,acept,furnished,214.98,1482.23,50.62,11.23,1759.06
Belo Horizonte,95.3,2,1,2,21,acept,not furnished,532.78,2983.03,34.91,17.45,3568.17
Sao Paulo,95.9,3,4,0,12,not acept,not furnished,757.07,4291.56,140.54,51.08,5240.25
Rio de Janeiro,49.7,3,3,3,2,acept,not furnished,351.3,3351.05,60.75,43.72,3806.82
Sao Paulo,157.1,5,5,0,30,acept,furnished,791.94,6527.84,186.49,63.53,7569.8
Recife,53.2,3,3,1,29,acept,not furnished,76.05,731.43,23.9,9.61,840.99
Belo Horizonte,24.4,2,3,1,2,not acept,not furnished,41.12,483.45,17.57,6.76,548.9
Curitiba,56.8,2,3,1,21,not acept,furnished,559.78,3075.29,39.76,28.85,3703.68
Rio de Janeiro,57.1,1,1,2,14,acept,furnished,705.74,3749.34,164.52,53.73,4673.33
Sao Paulo,18.0,1,2,1,7,not acept,not furnished,52.21,400.0,19.1,2.62,473.93
Recife,48.8,2,1,1,20,not acept,not furnished,155.48,1256.03,47.66,14.46,1473.63
Sao Paulo,113.9,2,3,1,12,acept,furnished,601.15,4404.52,150.35,41.16,5197.18
Rio de Janeiro,37.4,2,3,2,27,acept,not furnished,260.83,1678.37,58.32,10.0,2007.52
Curitiba,18.0,2,1,0,21,not acept,furnished,313.21,10915.038238606125,59.84,22.58,1973.73
Sao Paulo,79.5,2,2,0,14,acept,furnished,581.91,3152.39,142.56,40.61,3917.47
Salvador,32.7,1,2,0,12,not acept,furnished,165.71,,26.68,17.43,1875.18
Belo Horizonte,67.9,2,1,2,0,not acept,not furnished,504.9,2725.42,31.0,33.89,3295.21
Sao Paulo,51.2,3,4,0,3,acept,not furnished,193.29,1398.86,17.97,13.71,1623.83
Sao Paulo,128.8,2,3,1,0,not acept,furnished,908.07,5141.53,108.62,55.82,6214.04
Sao Paulo,149.9,2,3,2,0,not acept,not furnished,893.73,4926.51,128.64,34.61,5983.49
Fortaleza,94.1,1,2,0,0,acept,not furnished,203.14,1620.11,46.38,16.02,1885.65
Curitiba,18.0,3,4,3,0,not acept,not furnished,84.63,1015.03,19.28,7.16,1126.1
Sao Paulo,161.2,4,3,1,24,acept,not furnished,685.88,5541.2,72.11,81.01,6380.2
Sao Paulo,150.9,1,2,2,13,acept,furnished,453.97,5430.41,108.34,51.06,6043.78
Curitiba,84.8,3,2,2,22,acept,not furnished,520.55,3674.06,150.25,33.96,4378.82
Belo Horizonte,117.9,3,2,1,3,not acept,not furnished,641.46,3308.21,113.71,48.57,4111.95
Rio de Janeiro,52.2,3,3,1,25,acept,not furnished,257.83,1384.57,54.85,20.04,1717.29
Rio de Janeiro,77.5,4,3,1,0,not acept,not furnished,395.12,3135.44,97.43,38.76,3666.75
Sao Paulo,18.0,4,3,1,8,acept,not furnished,68.4,400.49,8.09,4.98,481.96
Curitiba,102.2,1,1,1,10,acept,not furnished,504.5,3008.11,146.23,41.95,3700.79
Recife,60.6,2,3,2,5,not acept,furnished,273.94,1834.57,80.58,26.89,2215.98
Sao Paulo,160.3,3,3,1,2,acept,not furnished,905.24,5501.47,255.43,76.07,6738.21
Belo Horizonte,50.2,5,6,2,18,acept,furnished,303.09,1608.73,29.91,8.43,1950.16
Rio de Janeiro,125.8,4,5,1,0,acept,furnished,523.71,4603.98,174.49,54.13,5356.31
Rio de Janeiro,101.3,2,1,2,24,not acept,not furnished,454.68,4498.1,143.57,65.51,5161.86
Sao Paulo,44.4,2,3,1,0,not acept,not furnished,341.83,2882.13,53.57,20.91,3298.44
Salvador,63.2,3,3,2,29,not acept,not furnished,361.88,2360.25,100.78,24.74,2847.65
Rio de Janeiro,80.4,3,3,1,26,not acept,furnished,575.26,4171.41,42.24,62.43,4851.34
Belo Horizonte,72.1,3,4,1,11,not acept,furnished,644.01,4008.22,67.57,42.41,4762.21
Rio de Janeiro,127.0,3,3,1,2,not acept,not furnished,582.22,4361.84,72.64,36.03,5052.73
Sao Paulo,93.4,1,1,1,26,not acept,not furnished,547.02,3459.0,114.89,43.36,4164.27
Sao Paulo,101.7,4,3,0,19,acept,not furnished,240.34,2651.49,80.74,39.46,3012.03
Curitiba,40.7,4,3,0,14,acept,not furnished,305.46,2312.61,109.1,13.37,2740.54
Sao Paulo,91.4,3,2,1,8,not acept,not furnished,489.58,3108.87,134.14,19.43,3752.02
Curitiba,79.3,3,4,3,16,acept,not furnished,367.6,3197.81,74.19,34.68,3674.28
Rio de Janeiro,68.8,3,2,1,11,acept,furnished,321.87,2710.17,84.4,34.18,3150.62
Rio de Janeiro,101.5,2,2,1,13,not acept,furnished,439.14,5327.3,119.35,67.35,5953.14
Rio de Janeiro,103.8,1,1,2,25,not acept,furnished,802.1,4599.12,82.95,46.98,5531.15
Rio de Janeiro,117.6,1,1,2,29,acept,furnished,464.3,3357.94,115.62,49.27,3987.13
Sao Paulo,113.6,4,3,2,29,not acept,not furnished,344.59,3446.36,148.24,39.71,3978.9
Rio de Janeiro,98.6,2,2,1,27,not acept,furnished,727.43,4673.94,52.35,45.65,5499.37
Curitiba,29.4,1,1,0,24,not acept,furnished,46.55,493.47,5.91,5.27,551.2
Curitiba,18.0,3,2,1,12,not acept,not furnished,165.19,1216.45,13.98,15.92,1411.54
Sao Paulo,141.0,1,1,2,0,acept,not furnished,543.05,5647.09,214.96,79.17,6484.27
Rio de Janeiro,97.8,1,1,3,18,not acept,furnished,372.81,2312.8,55.36,30.76,2771.73
Sao Paulo,18.0,3,3,1,11,acept,not furnished,83.44,812.48,31.17,8.87,935.96
Sao Paulo,80.1,3,2,0,20,acept,furnished,639.08,3286.49,62.15,18.72,4006.44
Sao Paulo,39.4,3,4,1,5,not acept,not furnished,333.5,2191.26,22.83,26.94,2574.53
Fortaleza,81.2,3,2,1,23,not acept,not furnished,219.62,2657.0,97.23,33.48,3007.33
Sao Paulo,135.9,3,2,0,3,acept,not furnished,632.75,4853.3,86.31,28.57,5600.93
Sao Paulo,142.1,2,3,1,24,not acept,not furnished,428.88,4321.02,139.36,35.21,4924.47
Sao Paulo,62.6,3,3,0,28,acept,furnished,355.05,2326.31,63.63,13.6,2758.59
Sao Paulo,175.3,2,3,0,27,not acept,not furnished,868.2,69530.21284106787,230.52,45.81,6197.41
Curitiba,122.8,2,2,1,9,not acept,not furnished,497.06,4247.89,48.9,44.17,4838.02
Sao Paulo,113.7,2,3,1,10,not acept,not furnished,942.16,5849.55,162.96,39.19,6993.86
Sao Paulo,173.9,2,3,1,25,not acept,furnished,1474.1,7987.6,347.57,87.96,9897.23
Curitiba,67.6,2,3,1,20,acept,not furnished,388.38,2058.9,76.62,26.08,2549.98
Rio de Janeiro,88.8,1,1,1,15,acept,not furnished,281.39,2969.84,134.07,40.97,3426.27
Curitiba,103.4,3,2,2,29,acept,not furnished,476.66,3887.69,193.03,53.1,4610.48
Belo Horizonte,68.3,3,2,2,14,not acept,not furnished,126.49,1121.77,36.2,13.03,1297.49
Sao Paulo,174.1,2,3,3,5,acept,not furnished,704.96,4748.18,113.08,56.45,5622.67
Curitiba,63.9,5,5,2,20,acept,furnished,615.84,3461.08,45.81,21.28,4144.01
Sao Paulo,122.1,3,3,1,14,not acept,not furnished,780.32,4961.69,174.3,35.73,5952.04
Belo Horizonte,58.7,4,3,2,4,acept,not furnished,417.05,2106.69,86.54,30.86,2641.14
Rio de Janeiro,18.0,3,3,0,2,not acept,not furnished,65.55,773.5,23.19,11.6,873.84
Sao Paulo,226.7,2,2,1,9,not acept,not furnished,807.12,7769.34,141.42,40.55,8758.43
Belo Horizonte,91.7,5,6,2,30,not acept,not furnished,353.75,1941.96,89.7,24.52,2409.93
Fortaleza,36.0,4,4,1,2,not acept,not furnished,168.13,1322.64,60.62,14.96,1566.35
Recife,60.9,3,3,1,13,acept,furnished,472.27,2722.76,68.96,14.48,3278.47
Belo Horizonte,18.0,2,3,1,8,acept,not furnished,280.77,1428.13,51.83,15.4,1776.13
Rio de Janeiro,32.4,2,1,1,29,acept,not furnished,270.77,1795.25,73.23,19.6,2158.85
Sao Paulo,104.5,4,3,0,10,acept,not furnished,653.33,47464.47174712442,57.49,34.2,4830.44
Sao Paulo,198.4,1,1,1,5,not acept,furnished,1134.38,8993.16,393.89,127.78,10649.21
Rio de Janeiro,155.9,3,4,0,13,not acept,not furnished,996.08,5300.97,208.35,79.23,6584.63
Rio de Janeiro,140.9,3,2,2,2,not acept,not furnished,707.56,4410.16,136.13,62.86,5316.71
Fortaleza,18.0,2,2,2,10,acept,not furnished,60.99,400.0,18.72,2.02,481.73
Rio de Janeiro,57.5,3,2,1,22,not acept,not furnished,233.84,2806.66,116.22,20.76,3177.48
Rio de Janeiro,145.5,3,3,1,17,not acept,furnished,669.93,4807.41,142.8,49.63,5669.77
Rio de Janeiro,18.0,2,1,1,0,not acept,not furnished,79.76,400.0,18.04,5.14,502.94
Salvador,26.2,3,4,2,14,not acept,not furnished,115.92,865.68,39.01,5.32,1025.93
Curitiba,44.3,4,5,1,24,not acept,furnished,474.31,2434.29,84.73,25.84,3019.17
Belo Horizonte,110.5,3,2,2,16,not acept,furnished,585.89,2962.47,134.64,21.48,3704.48
Rio de Janeiro,190.7,3,4,2,13,not acept,not furnished,1133.21,7191.98,282.05,65.16,8672.4
Salvador,23.6,2,1,3,11,acept,not furnished,50.39,434.34,6.02,6.25,497.0
Sao Paulo,207.7,1,1,1,15,not acept,not furnished,693.04,6698.87,301.95,57.54,7751.4
Fortaleza,73.3,5,6,1,0,not acept,not furnished,396.5,2724.44,108.99,30.48,3260.41
Belo Horizonte,46.6,3,3,1,24,not acept,not furnished,143.65,1551.38,36.1,10.69,1741.82
Rio de Janeiro,90.5,2,3,1,26,not acept,not furnished,380.54,2704.17,42.41,15.59,3142.71
Rio de Janeiro,154.0,3,3,3,17,acept,furnished,897.9,5649.75,73.39,79.94,6700.98
Curitiba,85.2,3,3,0,30,not acept,not furnished,372.91,2810.59,136.46,41.93,3361.89
Sao Paulo,110.2,2,2,0,16,not acept,furnished,542.66,5534.29,186.57,29.1,6292.62
Fortaleza,51.0,4,3,1,0,not acept,furnished,325.24,1841.01,23.07,18.03,2207.35
Rio de Janeiro,98.8,1,1,2,13,not acept,not furnished,510.12,3519.62,38.68,19.49,4087.91
Rio de Janeiro,98.4,3,3,2,10,not acept,furnished,507.18,4510.51,64.54,47.38,5129.61
Sao Paulo,176.1,3,4,2,4,acept,not furnished,477.63,5833.14,218.03,74.34,6603.14
Rio de Janeiro,83.9,2,1,2,15,acept,not furnished,497.81,,62.93,32.79,4019.56
Rio de Janeiro,130.5,4,3,2,12,not acept,furnished,871.69,5065.99,155.05,35.99,6128.72
Rio de Janeiro,57.9,3,3,1,3,not acept,not furnished,255.6,2066.77,89.43,22.14,2433.94
Curitiba,94.7,3,4,1,14,acept,not furnished,466.67,2929.08,119.28,21.51,3536.54
Rio de Janeiro,114.2,2,2,2,25,not acept,furnished,796.57,4539.33,117.93,61.2,5515.03
Recife,94.4,4,3,2,14,not acept,furnished,378.89,2778.49,121.39,35.57,3314.34
Belo Horizonte,67.2,2,3,1,4,acept,not furnished,310.68,2763.59,61.82,29.86,3165.95
Salvador,18.0,3,2,0,20,not acept,not furnished,130.49,1006.45,20.01,9.26,1166.21
Sao Paulo,214.7,4,3,1,26,not acept,not furnished,1253.67,7316.58,293.74,98.47,8962.46
Rio de Janeiro,180.2,1,1,1,9,not acept,furnished,836.89,7879.68,235.41,92.8,9044.78
Rio de Janeiro,78.9,1,1,1,0,not acept,not furnished,311.05,2811.78,134.73,33.1,3290.66
Belo Horizonte,42.2,5,4,1,28,not acept,not furnished,248.43,2017.04,41.99,23.95,2331.41
Salvador,36.8,5,6,3,20,not acept,not furnished,145.73,938.36,29.27,5.82,1119.18
Sao Paulo,211.7,3,4,1,30,not acept,furnished,705.52,6478.99,117.28,70.23,7372.02
Sao Paulo,79.2,3,2,0,20,acept,furnished,447.1,3207.3,42.37,27.46,3724.23
Salvador,57.4,3,3,0,1,not acept,not furnished,190.82,1221.58,21.39,11.0,1444.79
Sao Paulo,132.9,2,2,0,12,not acept,furnished,882.61,6189.02,76.49,65.03,7213.15
Curitiba,59.0,2,1,1,0,not acept,not furnished,112.95,1397.8,25.18,20.91,1556.84
Belo Horizonte,85.0,2,3,1,9,acept,furnished,363.73,2597.63,28.34,36.5,3026.2
Salvador,18.0,1,1,1,23,acept,furnished,161.4,1315.52,20.34,19.67,1516.93
Sao Paulo,77.3,3,4,2,16,acept,not furnished,190.24,2225.06,60.76,29.09,2505.15
Sao Paulo,208.6,3,4,2,12,not acept,furnished,1710.68,9012.02,190.49,56.02,10969.21
Belo Horizonte,135.1,3,3,1,25,acept,not furnished,655.14,4148.27,96.05,26.96,4926.42
Recife,24.2,3,3,1,3,acept,furnished,151.4,798.48,13.45,5.82,969.15
Rio de Janeiro,79.9,4,5,1,15,not acept,not furnished,524.49,4495.96,212.39,67.37,5300.21
Rio de Janeiro,142.5,2,2,0,19,acept,not furnished,795.4,4166.68,190.88,41.88,5194.84
Belo Horizonte,69.0,2,1,2,28,not acept,furnished,352.51,2651.0,61.6,33.84,3098.95
Fortaleza,37.6,3,3,1,3,not acept,not furnished,175.7,1478.95,69.06,18.67,1742.38
Salvador,18.0,2,3,2,21,acept,not furnished,166.16,918.02,25.3,13.51,1122.99
Recife,42.3,2,3,2,0,not acept,not furnished,119.36,9205.054596834467,30.55,8.29,1558.25
Sao Paulo,62.6,3,4,0,16,not acept,not furnished,469.45,2797.73,138.73,16.48,3422.39
Sao Paulo,155.1,2,3,1,19,acept,not furnished,949.45,5167.59,140.52,65.15,6322.71
Belo Horizonte,56.3,4,5,1,25,not acept,not furnished,298.01,1614.69,21.54,8.31,1942.55
Salvador,43.0,3,4,1,8,acept,not furnished,122.38,1460.13,48.67,20.06,1651.24
Sao Paulo,146.6,2,1,1,20,acept,furnished,1235.54,6650.01,114.83,67.22,8067.6
Sao Paulo,45.4,3,4,1,0,acept,furnished,307.82,1856.21,64.16,14.07,2242.26
Porto Alegre,18.5,3,4,1,5,acept,not furnished,152.62,841.05,10.03,11.87,1015.57
Sao Paulo,44.9,3,2,1,23,not acept,not furnished,527.46,29285.27262997203,47.55,40.85,3910.71
Rio de Janeiro,110.5,4,5,1,27,not acept,not furnished,678.85,3995.95,89.92,31.63,4796.35
Belo Horizonte,94.7,3,4,1,0,acept,not furnished,487.54,3163.71,109.63,39.25,3800.13
Belo Horizonte,102.7,1,1,2,3,acept,not furnished,376.99,2762.05,99.01,22.19,3260.24
Porto Alegre,53.9,1,1,1,4,not acept,not furnished,361.44,1888.04,67.79,19.61,2336.88
Rio de Janeiro,48.8,3,3,2,14,not acept,not furnished,78.31,839.69,25.53,10.49,954.02
Belo Horizonte,36.1,2,3,1,2,acept,not furnished,172.57,1968.87,45.73,18.2,2205.37
Belo Horizonte,35.4,3,3,2,30,not acept,furnished,522.72,3270.03,146.92,42.94,3982.61
Belo Horizonte,67.1,3,3,1,10,not acept,furnished,306.79,1907.5,53.55,12.56,2280.4
Curitiba,38.8,3,2,0,2,not acept,furnished,379.4,2095.79,86.57,21.35,2583.11
Sao Paulo,47.0,2,2,1,23,acept,not furnished,481.51,3050.92,88.08,16.17,3636.68
Sao Paulo,142.9,3,4,1,16,not acept,not furnished,460.5,5087.86,225.47,75.32,5849.15
Sao Paulo,89.2,1,1,0,28,acept,not furnished,614.05,3309.82,36.8,22.39,3983.06
Sao Paulo,122.4,3,3,2,28,not acept,furnished,369.27,4018.34,83.3,26.66,4497.57
Belo Horizonte,31.4,3,4,2,26,not acept,furnished,289.48,2161.42,89.05,20.36,2560.31
Salvador,73.7,3,2,1,16,not acept,furnished,408.24,2624.95,98.84,14.87,3146.9
Curitiba,93.1,2,3,2,5,acept,not furnished,390.57,2505.53,115.97,34.38,3046.45
Porto Alegre,80.1,3,3,1,11,not acept,furnished,284.6,2127.5,71.66,14.75,2498.51
Rio de Janeiro,163.4,3,4,1,13,not acept,not furnished,635.49,5310.82,256.11,60.07,6262.49
Rio de Janeiro,56.8,1,1,1,30,acept,not furnished,241.34,2078.1,96.85,26.78,2443.07
Rio de Janeiro,114.6,4,4,3,6,acept,not furnished,995.55,5058.28,238.01,50.53,6342.37
Sao Paulo,81.6,3,3,1,12,acept,not furnished,373.83,3094.48,107.03,16.59,3591.93
Sao Paulo,81.5,3,3,0,16,acept,furnished,371.43,2480.28,113.11,20.26,2985.08
Belo Horizonte,55.5,2,2,0,10,acept,not furnished,364.53,2439.13,66.32,27.04,2897.02
Recife,57.9,5,4,2,1,acept,furnished,366.03,2464.83,120.76,21.45,2973.07
Sao Paulo,48.5,3,3,2,27,not acept,furnished,368.56,2384.76,39.71,27.37,2820.4
Sao Paulo,149.8,3,2,0,24,acept,not furnished,511.19,4584.89,100.68,46.42,5243.18
Porto Alegre,56.2,3,4,2,6,acept,not furnished,191.35,1586.25,48.35,15.52,1841.47
Sao Paulo,164.7,2,3,1,12,not acept,furnished,700.06,7914.27,383.43,58.88,9056.64
Salvador,75.7,2,1,3,22,not acept,furnished,331.9,13801.323175074944,74.01,32.41,2673.02
Curitiba,87.8,2,1,1,30,not acept,furnished,296.58,2729.25,34.13,29.01,3088.97
Recife,100.7,2,3,1,3,not acept,not furnished,330.19,3283.16,113.96,23.64,3750.95
Rio de Janeiro,101.0,3,2,1,18,acept,not furnished,512.95,2849.62,137.16,24.7,3524.43
Curitiba,39.4,1,1,0,24,not acept,not furnished,470.77,3142.07,85.82,19.35,3718.01
Rio de Janeiro,83.4,3,3,2,0,acept,not furnished,469.78,3195.9,70.47,41.33,3777.48
Curitiba,73.2,3,4,1,24,not acept,not furnished,266.22,2696.71,91.58,29.51,3084.02
Rio de Janeiro,70.5,2,1,2,23,acept,not furnished,409.76,3072.24,114.78,39.33,3636.11
Sao Paulo,179.4,2,1,2,28,acept,not furnished,751.02,5122.15,133.83,60.64,6067.64
Belo Horizonte,18.0,3,2,2,0,acept,not furnished,177.25,1337.1,17.46,19.55,1551.36
Belo Horizonte,59.9,2,2,1,1,acept,not furnished,305.13,2118.0,52.85,26.35,2502.33
Salvador,51.9,2,3,0,14,not acept,not furnished,219.04,2678.2,78.97,31.45,3007.66
Porto Alegre,18.0,3,4,0,26,acept,not furnished,160.36,1542.74,47.48,17.07,1767.65
Curitiba,110.0,3,2,1,26,not acept,furnished,438.51,4136.01,157.31,23.72,4755.55
Sao Paulo,58.3,3,2,3,21,acept,furnished,406.27,3240.41,34.54,18.27,3699.49
Porto Alegre,35.5,3,3,2,12,not acept,not furnished,184.04,954.1,43.26,12.12,1193.52
Belo Horizonte,33.6,4,3,1,5,not acept,furnished,173.53,1197.25,40.99,14.62,1426.39
Fortaleza,79.6,2,1,1,13,not acept,furnished,407.19,,114.56,27.09,4225.08
Fortaleza,34.1,5,5,2,4,acept,not furnished,153.88,926.99,15.25,13.78,1109.9
